,pmid,secid,sentid,section,sentence_text,pred_consort_relevant
525,31249543,1,7,,"After one semester, the level of depression of students in the experiment group had no significant change while that of students in the control group increased significantly.",[]
526,31249543,1,8,,The results showed that adolescent depression can be prevented by positive emotion interventions.,[]
527,31249543,1,9,,Implications and limitations are discussed.,[]
528,10+1007_s12646-019-00477-3,1,1,,Children and youth comprise nearly 39% of the Indian population and are often considered the future demographic dividend of the country.,[]
529,10+1007_s12646-019-00477-3,1,2,,The mental health and well-being of these young people are a pressing challenge in current times.,[]
530,10+1007_s12646-019-00477-3,1,3,,"The present study aimed to replicate the widely popular positive psychology interventions of Seligman et al. (Am Psychol 60 : 410–421, 2005) in a different culture and demographic groups of Indian adolescents.",[]
531,10+1007_s12646-019-00477-3,1,4,,"372 students (MAge= 12.73, SD = 0.98, age range 11–13 years, 56% male) from two schools participated in the study.",['D03b']
532,10+1007_s12646-019-00477-3,1,5,,"Participating classrooms were randomized across 5 interventions (Three good things in life, Gratitude visit, You at your best, Using signature strengths and Using signature strengths in a new way) and 1 placebo control group (Recalling early memories).",['D02']
533,10+1007_s12646-019-00477-3,1,6,,Each exercise was completed over 1 week.,"['D04b', 'D04a']"
534,10+1007_s12646-019-00477-3,1,7,,"Self-reported measures of well-being, affect, happiness and depressive symptoms were obtained at pre- and post-intervention.","['D06a', 'D06b']"
535,10+1007_s12646-019-00477-3,1,8,,"Participants who undertook the Gratitude visit and signature strength-based interventions reported gains in well-being, life satisfaction and happiness at post-test.",[]
536,10+1007_s12646-019-00477-3,1,9,,Interventions involving only self-reflection and journaling showed no statistically significant impact on outcome variables.,[]
537,10+1007_s12646-019-00477-3,1,10,,None of the interventions led to perceived gains in scores of depressive symptoms.,[]
538,28730396,1,1,,"Our study aimed at evaluating FRIENDS for Life, an intervention to prevent anxiety and depression in Swedish school children.",[]
539,28730396,1,2,,"A total of 695 children between the ages of 8 and 11 were recruited from 17 schools in Stockholm, Sweden, and cluster-randomized to either the intervention or control group.",['D03b']
540,28730396,1,3,,Teachers in the intervention group received a full day of training and administered FRIENDS for Life in their classrooms.,[]
541,28730396,1,4,,"We assessed the children's anxiety and depressive symptoms, general mental health, and academic performance at pre- and post-intervention as well as at the 12-month follow-up.","['D06a', 'D06b']"
542,28730396,1,5,,"A multi-informant approach was used with data collected from children, parents, and teachers.",[]
543,28730396,1,6,,"Assessment was done with the Spence Children's Anxiety Scale, Children's Depression Inventory, and the Strengths and Difficulties Questionnaire. Children's baseline symptoms, gender, and age as well as their teacher's use of supervision were examined as moderators of effect.",[]
544,28730396,1,7,,Our study found no short- or long-term effects of the intervention for any outcome with regard to the entire sample.,[]
545,28730396,1,8,,We found an enhanced effect of the intervention regarding children with elevated depressive symptoms at baseline.,[]
546,28730396,1,9,,"We found a decrease in anxiety symptoms among children whose teachers attended a larger number of supervision sessions, compared to children whose teachers attended fewer supervised sessions or the control group.",[]
547,28730396,1,10,,"Mediation analyses showed that this effect was driven by change in the last phase of the intervention, suggesting that supervision might play an important role in enhancing teachers' ability to administer the intervention effectively.",[]
548,22030296,1,1,,"Although few prevention studies have been designed to investigate the course of prevention effects over time, it seems that the effects on depressive symptoms increase from post-intervention to 6-month follow-up but then decrease with longer lags to follow-up.",[]
549,22030296,1,2,,"Furthermore, previous prevention studies have found differential intervention effects for boys and girls without testing possible explanations for this effect.",[]
550,22030296,1,3,,The present randomized control group study with 301 8th-grade students examined the effects of a depression prevention program from baseline until 12-month follow-up.,['D02']
551,22030296,1,4,,"As expected, while positive intervention effects were found on girls' depressive symptoms, no such effects were found on boys' depressive symptoms.",[]
552,22030296,1,5,,"Further, the positive intervention effects on girls' depressive symptoms increased to the 6-month follow-up and remained stable through the 12-month follow-up, while depression symptoms in control-group girls increased from 6-month to 12-month follow-up.",[]
553,22030296,1,6,,Further exploratory analyses revealed that neither baseline conduct problems nor cognitive or social knowledge of the prevention program at 12-month follow-up alone explained the sex effect.,[]
554,22030296,1,7,,"However, some limited evidence was found indicating that total knowledge (cognitive and social) might partially explain the effect but there was significant variability remaining to be explained.",[]
555,10+1016_j+invent+2014+05+004,1,1,,The aims of the current study were to 1) establish the efficacy of two Internet-based prevention programmes to reduce anxiety and depressive symptoms in adolescents; and 2) investigate the distribution of psychological symptoms in a large sample of Australian adolescents prior to the implementation of the intervention.,[]
556,10+1016_j+invent+2014+05+004,1,2,,A cluster randomised controlled trial was conducted with 976 Year 9–10 students from twelve Australian secondary schools in 2009.,"['D03b', 'D02']"
557,10+1016_j+invent+2014+05+004,1,3,,"Four schools were randomly allocated to the Anxiety Internet-based prevention programme (n = 372), five schools to the Depression Internet-based prevention programme (n = 380) and three to their usual health classes (n = 224).",[]
558,10+1016_j+invent+2014+05+004,1,4,,"The Thiswayup Schools for Anxiety and Depression prevention courses were presented over the Internet and consist of 6–7 evidence-based, curriculum consistent lessons to improve the ability to manage anxiety and depressive symptoms.",[]
559,10+1016_j+invent+2014+05+004,1,5,,Participants were assessed at baseline and post-intervention.,[]
560,10+1016_j+invent+2014+05+004,1,6,,Data analysis was constrained by both study attrition and data corruption.,[]
